customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0790-GGMVX,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.81,844.61,Yes
9000-FWZYJ,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.44,6085.62,No
4084-VYBCW,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.91,2791.93,No
2167-IBBPG,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,106.55,106.55,Yes
3405-JMXOA,Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),87.67,5915.72,Yes
1618-VLLEG,Female,0,No,Yes,40,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,81.46,3093.36,Yes
9785-UGROH,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,79.94,4075.82,No
3028-TOZZP,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),82.92,3928.57,No
2322-BFMOJ,Female,1,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),69.81,820.42,No
5937-FLHFO,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,66.9,3790.09,Yes
8221-JNNVG,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,95.66,4402.43,Yes
6456-KRJOL,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),90.52,4083.13,No
6057-QAFUO,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.14,1439.27,No
2996-GGNOV,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,92.98,Yes
3886-GXKEI,Female,1,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,96.1,6627.8,No
5668-WNSVV,Male,1,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.74,5678.96,Yes
6535-CQOAU,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.13,145.57,Yes
7217-IYBHB,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,108.05,108.05,Yes
6707-CQGJS,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.54,296.76,Yes
7810-XZVZQ,Male,0,No,Yes,0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.25,61.25,Yes
2885-SHFQF,Female,0,No,No,0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),112.83, ,No
4716-FQHFS,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.89,167.74,Yes
4683-PRSGH,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.28,978.2,No
4209-MAKBU,Female,0,Yes,No,61,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,70.28,4092.35,No
2611-CMLAR,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,79.67,5042.17,No
4295-RONXP,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.23,4918.64,No
3247-YATVV,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.57,4053.94,No
8049-QFITZ,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.95,145.15,Yes
9826-UZQGH,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.94,1307.29,Yes
5086-VTSDA,Female,0,No,Yes,64,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.98,3314.33,No
8112-NMQJC,Male,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.96,4699.74,No
3845-ASGWJ,Female,1,Yes,No,0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.52, ,No
0806-LBILY,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,92.68,3050.3,No
8351-CVAWR,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.71,258.9,Yes
7467-SVYDZ,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.97,3593.97,No
6068-ZHTSG,Male,1,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.11,1562.06,No
0706-FZXVE,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,87.15,4727.89,Yes
8365-ZVLEB,Female,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,64.35,631.6,No
3088-HTEQT,Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.81,3593.39,Yes
3411-RPKHL,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.62,1219.27,No
1517-PQBUV,Male,0,Yes,No,5,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.04,313.37,No
8576-ABDPL,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.33,3946.5,No
0736-WHYIN,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.14,1234.84,No
6849-DCVJY,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,80.08,189.08,No
3122-RMYDC,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,84.38,398.4,No
9577-PJVUG,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,357.77,No
2917-NILFT,Male,1,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.02,27.07,No
5672-LVZVZ,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,104.78,7131.26,No
6351-XCOYH,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,103.69,5713.31,Yes
5917-VKQVU,Male,0,Yes,No,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.13,4823.75,No
5036-OUVBX,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),52.66,63.41,No
9352-YMXOF,Female,0,No,No,26,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.43,1855.77,No
8981-IXRIE,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,95.87,1822.64,No
8230-KEGMW,Male,0,No,No,59,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),66.13,3663.21,No
5579-IDNDX,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),96.54,6041.9,No
4985-PYLDA,Female,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),81.01,4388.75,No
3865-NRDAC,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,122.77,8402.2,Yes
1338-GCGHL,Female,1,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.16,4619.33,No
6780-ZVDQR,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.84,1702.68,Yes
9305-QMYZC,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),113.58,6364.27,No
0556-GZKPD,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,102.57, ,Yes
4256-IYMPU,Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,75.67, ,No
3623-OYUZN,Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,79.67,3135.89,No
6184-UTHTR,Female,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,100.42,6354.53,No
4232-WFRON,Female,0,No,Yes,65,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),64.05,3905.61,No
7457-KKLPG,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.33,120.63,Yes
2127-THDWM,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,125.95,6735.75,Yes
5907-VRELB,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),86.04,3784.72,No
9695-GOPVZ,Female,0,No,Yes,62,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,113.35,6745.65,No
0291-QADKQ,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.72,940.92,No
1053-XKEJE,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.96,304.84,No
7955-CFZMP,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.41,5642.15,Yes
6125-JPYMY,Male,1,No,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,95.27,3828.91,No
7788-JKYUV,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.55,5474.82,Yes
4030-ACWOA,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.8,1437.97,No
6990-IEFOI,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.2,117.66,Yes
2246-CTNBY,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5505.15,No
9814-AHVPN,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.48,2110.84,Yes
9911-ZUGYY,Female,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.64,1577.0,Yes
5150-KBSEZ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.86,5544.45,Yes
0944-TSGKW,Female,1,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.52,1274.89,Yes
0622-FVODE,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.19,4735.63,No
2284-PQIZV,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,69.98,949.32,No
8699-WEWZD,Male,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.24,259.02,No
5192-RZRGU,Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.39,1680.31,Yes
5294-EKDJD,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,657.59,Yes
7511-RVLQS,Female,0,No,No,39,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,92.11,3315.18,No
0308-KLKMV,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),91.15,5678.95,No
7153-GHFMQ,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,62.28,169.42,Yes
7081-JVXUN,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,86.11,428.41,No
1407-HRVXZ,Male,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),85.26,101.14,Yes
7623-AINZJ,Male,0,No,No,56,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),81.75,4334.4,Yes
1967-NDKJQ,Male,0,Yes,Yes,4,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,85.71,425.45,Yes
4995-GQTLE,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.49,155.41,No
4639-GXBAZ,Male,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,90.14,3890.98,No
9008-DIGWB,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),103.12,4793.17,No
1490-GKGKX,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),85.1,2448.71,No
6722-XYJPT,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),86.17,5911.62,No
7019-JJIRB,Female,1,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,108.22,533.11,No
7445-HHYJK,Female,0,Yes,No,2,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.02,282.86,Yes
2820-UWCIA,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.84, ,No
5572-UKZKE,Female,1,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.01,1156.06,No
7626-JHUUN,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,117.52,6334.99,No
0755-UECLO,Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),102.42,6319.18,Yes
2187-KCEJE,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,77.83,100.48,No
7564-PLQHD,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),83.16,5735.73,No
4021-PBMAV,Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.01,302.1,No
7209-BSVCY,Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,90.27,3065.9,No
0697-IHEAO,Male,1,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.76,97.28,Yes
0764-ZCITN,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.09,870.14,No
5383-XLCXC,Male,0,Yes,Yes,45,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,55.45,2325.76,No
4051-CQKFE,Male,0,Yes,Yes,58,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,69.12,3758.54,No
9178-NNCVV,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,81.14,2024.31,Yes
9574-ZZMXL,Female,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.71,4256.95,No
2603-EWFMF,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,74.45,450.41,No
1119-MHGPQ,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.28,4955.88,No
8783-EEYXM,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),65.95,158.06,No
9599-QOWYL,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,83.61,5431.72,No
3347-UTHKU,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,990.16,No
7026-LAKEF,Male,0,No,No,64,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),70.21,4338.32,No
0688-CDADN,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.67,4500.48,No
4647-GABWC,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),98.58,1469.07,No
1897-XCZIX,Male,0,No,Yes,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.66, ,No
1676-IMGGA,Female,1,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.9,1355.43,No
1409-OPWUM,Female,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.72,1322.95,Yes
4789-AZDRY,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1107.41,No
8029-XBRBM,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.53,1390.14,No
4866-BBENW,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.09,606.46,No
6820-IPQHO,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.99,288.83,Yes
4768-BYJEP,Female,0,No,Yes,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.27,5435.87,Yes
4059-JZZSM,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.35,6075.56,No
9223-YHLVX,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.55,4574.63,Yes
7080-BIWZA,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,83.16,202.97,Yes
2043-XYLDO,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),101.98,6426.04,No
2325-QRHST,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.73,6562.84,No
0209-PEQIW,Female,0,No,No,41,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.59,3658.48,Yes
7897-CWWWL,Female,0,No,Yes,19,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.81,1505.62,No
7351-WIUDB,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),95.58,2998.15,No
6118-BJCSB,Female,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.11,1300.29,No
9282-ELOWQ,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,76.27,386.71,Yes
0910-AJDJL,Male,0,No,No,55,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,59.64,3171.05,No
2020-SDMNN,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.86,853.25,Yes
7228-KIFZD,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.02,203.21,Yes
9480-WOKWZ,Male,1,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),106.42,4998.96,No
0086-DIECR,Female,1,No,Yes,48,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,75.54,3478.12,No
8360-PYYZF,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),87.42,87.42,No
5540-TJAUD,Female,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.37,6213.11,Yes
7077-QIYFA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.02,108.7,No
6680-NXKHW,Male,1,No,No,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.18,911.91,Yes
5097-LUDUU,Female,1,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),67.99,67.99,No
9233-HEVZB,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,70.73,4900.91,No
8779-EPUOS,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.43,7410.52,No
1857-DUZPU,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.3,4710.97,No
9315-DNKDZ,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,90.79,3627.26,No
2758-EFIDZ,Male,0,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,77.23,3121.3,No
6995-FFTZF,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,112.82,130.37,Yes
6186-SJJGZ,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,887.77,No
9485-KGTRK,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.65,268.1,Yes
3826-DSURK,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,71.22,No
9361-ZFESU,Female,1,No,No,3,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,60.86,197.84,No
9627-OWDME,Female,0,No,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,85.97,1393.69,No
9318-AHDIS,Female,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,104.6,3837.6,No
6296-BSXGK,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,810.68,Yes
2781-ROWKX,Female,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.63,1275.11,Yes
4194-SMYPB,Female,0,No,No,72,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.71,6621.97,No
8109-VVTRJ,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,94.26,3854.33,Yes
2534-YUZHR,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,78.64,605.43,No
5545-UPRUA,Male,1,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1100.16,No
2637-CGNRX,Male,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,93.71,2358.75,No
2516-MDFRS,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.41,96.41,Yes
